id,text,language,language_code
499,"A proposito, La mia famiglia ci fa visita questa estate. Questo è certo.",Italian,it
500,"A propósito, O ônibus chega a cada quinze minutos. Isso é certo.",Portuguese,pt
501,"Aparentemente, Mi familia nos visita este verano.",Spanish,es
502,"Apparentemente, Abbiamo visto un film ieri sera. È vero.",Italian,it
503,मुझे रोटी और दूध खरीदने की जरूरत है। यह सच है।,Hindi,hi
504,Wir haben gestern Abend einen Film gesehen. Es ist wahr.,German,de
505,"वैसे, दुकान रविवार को जल्दी बंद हो जाती है। यह निश्चित है।",Hindi,hi
506,ایمانداری سے، ہم نے کل رات ایک فلم دیکھی۔,Urdu,ur
507,"Por cierto, El autobús llega cada quince minutos. Todos están de acuerdo.",Spanish,es
508,"Yesterday, Can you help me find the train station? Everyone agrees.",English,en
509,"Infatti, Mi piace imparare nuove lingue. Questo è certo.",Italian,it
510,"Onestamente, Devo comprare pane e latte.",Italian,it
511,"En fait, Ma famille nous rend visite cet été.",French,fr
512,"Mais uma vez, A loja fecha cedo aos domingos. Todos concordam.",Portuguese,pt
513,"Au fait, Le jardin est plein de fleurs colorées.",French,fr
514,"Heute Morgen, Wir haben gestern Abend einen Film gesehen.",German,de
515,"Esta manhã, Ela trabalha em uma pequena padaria. Isso é certo.",Portuguese,pt
516,"This morning, I enjoy learning new languages. It's true.",English,en
517,"Once again, The children are playing in the garden. Everyone agrees.",English,en
518,آج صبح، مجھے روٹی اور دودھ خریدنے کی ضرورت ہے۔,Urdu,ur
519,"Heute Morgen, Wir gehen morgen auf den Markt. Das ist sicher.",German,de
520,"Überraschenderweise, Dieses Restaurant serviert köstliches Essen.",German,de
521,بالأمس، يغلق المتجر مبكرًا أيام الأحد. هذا مؤكد.,Arabic,ar
522,"Honnêtement, Ils prévoient un voyage à la montagne. C'est vrai.",French,fr
523,"Onestamente, Lei lavora in una piccola panetteria. È vero.",Italian,it
524,"ईमानदारी से, क्या आप मुझे रेलवे स्टेशन खोजने में मदद कर सकते हैं? यह निश्चित है।",Hindi,hi
525,أود كوب قهوة من فضلك. هذا صحيح.,Arabic,ar
526,"Esta manhã, Ela está lendo um livro no parque. É verdade.",Portuguese,pt
527,"कल, क्या आप मुझे रेलवे स्टेशन खोजने में मदद कर सकते हैं? सभी सहमत हैं।",Hindi,hi
528,"Onestamente, Questo ristorante serve cibo delizioso. Questo è certo.",Italian,it
529,بالأمس، الأطفال يلعبون في الحديقة. هذا مؤكد.,Arabic,ar
530,على ما يبدو، أود كوب قهوة من فضلك.,Arabic,ar
531,"Ieri, Il concerto inizia alle otto. È vero.",Italian,it
532,"Apparentemente, Lei sta leggendo un libro nel parco. Tutti sono d'accordo.",Italian,it
533,دراصل، مجھے روٹی اور دودھ خریدنے کی ضرورت ہے۔ یہ یقینی ہے۔,Urdu,ur
534,"Surprisingly, She works at a small bakery downtown. It's true.",English,en
535,"Ontem, O museu abre às nove da manhã.",Portuguese,pt
536,"Übrigens, Wir gehen morgen auf den Markt. Es ist wahr.",German,de
537,"Tatsächlich, Sie planen eine Reise in die Berge. Alle sind sich einig.",German,de
538,हमने कल रात एक फिल्म देखी।,Hindi,hi
539,حیرت کی بات ہے، وہ پارک میں کتاب پڑھ رہی ہے۔ یہ یقینی ہے۔,Urdu,ur
540,"Surpreendentemente, Ela trabalha em uma pequena padaria. Isso é certo.",Portuguese,pt
541,"Aparentemente, El museo abre a las nueve de la mañana. Eso es seguro.",Spanish,es
542,"Once again, I enjoy learning new languages.",English,en
543,"De hecho, Los niños están jugando en el jardín. Es verdad.",Spanish,es
544,El clima está hermoso hoy.,Spanish,es
545,"Como siempre, El museo abre a las nueve de la mañana. Todos están de acuerdo.",Spanish,es
546,"Apparently, I would like a cup of coffee, please.",English,en
547,"Encore une fois, Le jardin est plein de fleurs colorées. C'est certain.",French,fr
548,"हमेशा की तरह, वह एक छोटी बेकरी में काम करती है।",Hindi,hi
549,آج صبح، وہ پارک میں کتاب پڑھ رہی ہے۔,Urdu,ur
550,بشكل مفاجئ، هل يمكنك مساعدتي في إيجاد محطة القطار؟,Arabic,ar
551,"वास्तव में, बच्चे बगीचे में खेल रहे हैं। यह सच है।",Hindi,hi
552,"Por cierto, Vamos al mercado mañana. Eso es seguro.",Spanish,es
553,"Hier, Elle travaille dans une petite boulangerie.",French,fr
554,"As usual, The bus arrives every fifteen minutes. That's for sure.",English,en
555,"Apparemment, Elle travaille dans une petite boulangerie.",French,fr
556,"Sorprendentemente, Ellos están planeando un viaje a las montañas. Eso es seguro.",Spanish,es
557,"Anscheinend, Die Kinder spielen im Garten. Alle sind sich einig.",German,de
558,"Aparentemente, Él está estudiando para sus exámenes finales. Eso es seguro.",Spanish,es
559,"En fait, Ma famille nous rend visite cet été. Tout le monde est d'accord.",French,fr
560,"Anscheinend, Der Bus kommt alle fünfzehn Minuten. Alle sind sich einig.",German,de
561,"Étonnamment, Le concert commence à huit heures. C'est certain.",French,fr
562,"हैरानी की बात है, वह एक छोटी बेकरी में काम करती है। यह निश्चित है।",Hindi,hi
563,"Surpreendentemente, O jardim está cheio de flores coloridas. É verdade.",Portuguese,pt
564,"Yesterday, Can you help me find the train station? It's true.",English,en
565,"Honestly, We are going to the market tomorrow. It's true.",English,en
566,"कल, वह हर सप्ताहांत फुटबॉल खेलता है।",Hindi,hi
567,"Una vez más, Este restaurante sirve comida deliciosa.",Spanish,es
568,"Können Sie mir helfen, den Bahnhof zu finden? Es ist wahr.",German,de
569,"A propósito, Ele está estudando para as provas finais.",Portuguese,pt
570,"Yesterday, I enjoy learning new languages. It's true.",English,en
571,الحديقة مليئة بالزهور الملونة. هذا مؤكد.,Arabic,ar
572,"Étonnamment, Les enfants jouent dans le jardin. C'est vrai.",French,fr
573,"एक बार फिर, वह अपनी अंतिम परीक्षाओं के लिए पढ़ रहा है। यह सच है।",Hindi,hi
574,"As usual, The weather is beautiful today. It's true.",English,en
575,مرة أخرى، هي تعمل في مخبز صغير. الجميع يوافق.,Arabic,ar
576,"Ancora una volta, Stanno pianificando un viaggio in montagna. Questo è certo.",Italian,it
577,"De hecho, Vamos al mercado mañana. Es verdad.",Spanish,es
578,"Encore une fois, Le musée ouvre à neuf heures du matin. C'est certain.",French,fr
579,"जाहिर तौर पर, क्या आप मुझे रेलवे स्टेशन खोजने में मदद कर सकते हैं? सभी सहमत हैं।",Hindi,hi
580,"Yesterday, I need to buy some bread and milk.",English,en
581,على ما يبدو، الطقس جميل اليوم. الجميع يوافق.,Arabic,ar
582,"Étonnamment, Nous allons au marché demain. Tout le monde est d'accord.",French,fr
583,"Anscheinend, Können Sie mir helfen, den Bahnhof zu finden? Das ist sicher.",German,de
584,"Aparentemente, Ele está estudando para as provas finais. Todos concordam.",Portuguese,pt
585,"एक बार फिर, आज मौसम बहुत सुंदर है। यह निश्चित है।",Hindi,hi
586,"A proposito, Lui sta studiando per gli esami finali. Questo è certo.",Italian,it
587,"Onestamente, Mi piace imparare nuove lingue. Tutti sono d'accordo.",Italian,it
588,آج صبح، کنسرٹ آٹھ بجے شروع ہوتا ہے۔,Urdu,ur
589,"Wieder einmal, Er spielt jedes Wochenende Fußball.",German,de
590,"Étonnamment, Il étudie pour ses examens finaux.",French,fr
591,"Ancora una volta, Il museo apre alle nove del mattino. Questo è certo.",Italian,it
592,"एक बार फिर, बगीचा रंग-बिरंगे फूलों से भरा है।",Hindi,hi
593,بالمناسبة، هو يلعب كرة القدم كل نهاية أسبوع. هذا مؤكد.,Arabic,ar
594,"By the way, The museum opens at nine in the morning. Everyone agrees.",English,en
595,"Aparentemente, ¿Puedes ayudarme a encontrar la estación de tren? Todos están de acuerdo.",Spanish,es
596,مرة أخرى، هل يمكنك مساعدتي في إيجاد محطة القطار؟,Arabic,ar
597,"Sorprendentemente, Ella está leyendo un libro en el parque.",Spanish,es
598,"Gestern, Sie arbeitet in einer kleinen Bäckerei. Das ist sicher.",German,de
599,"Ehrlich gesagt, Ich muss Brot und Milch kaufen. Das ist sicher.",German,de
600,بالمناسبة، هي تقرأ كتابًا في الحديقة.,Arabic,ar
601,Ele está estudando para as provas finais. Isso é certo.,Portuguese,pt
602,"Ontem, Este restaurante serve comida deliciosa. Isso é certo.",Portuguese,pt
603,بالأمس، أود كوب قهوة من فضلك. هذا صحيح.,Arabic,ar
604,"Apparently, The museum opens at nine in the morning. Everyone agrees.",English,en
605,دراصل، مجھے نئی زبانیں سیکھنا پسند ہے۔,Urdu,ur
606,"Questa mattina, Il negozio chiude presto la domenica. Questo è certo.",Italian,it
607,"Apparemment, J'ai besoin d'acheter du pain et du lait. Tout le monde est d'accord.",French,fr
608,"Na verdade, O tempo está lindo hoje. Todos concordam.",Portuguese,pt
609,"Wieder einmal, Sie planen eine Reise in die Berge. Das ist sicher.",German,de
610,"Na verdade, O show começa às oito horas. Isso é certo.",Portuguese,pt
611,"वैसे, मुझे रोटी और दूध खरीदने की जरूरत है। यह सच है।",Hindi,hi
612,"Überraschenderweise, Das Konzert beginnt um acht Uhr. Alle sind sich einig.",German,de
613,في الواقع، تصل الحافلة كل خمس عشرة دقيقة. الجميع يوافق.,Arabic,ar
614,هذا الصباح، هي تعمل في مخبز صغير. هذا صحيح.,Arabic,ar
615,"Étonnamment, Ce restaurant sert une nourriture délicieuse. C'est vrai.",French,fr
616,"A propósito, Ele está estudando para as provas finais. Isso é certo.",Portuguese,pt
617,هذا الصباح، هو يدرس لامتحاناته النهائية. الجميع يوافق.,Arabic,ar
618,"Como siempre, Me gustaría una taza de café, por favor. Eso es seguro.",Spanish,es
619,"En fait, Il joue au football chaque week-end. C'est vrai.",French,fr
620,"Honestamente, Me gusta aprender nuevos idiomas. Eso es seguro.",Spanish,es
621,"Honestamente, Vimos una película anoche. Todos están de acuerdo.",Spanish,es
622,هذا الصباح، هو يدرس لامتحاناته النهائية.,Arabic,ar
623,"Como siempre, Él está estudiando para sus exámenes finales. Todos están de acuerdo.",Spanish,es
624,My family is visiting this summer. It's true.,English,en
625,"Encore une fois, Les enfants jouent dans le jardin. Tout le monde est d'accord.",French,fr
626,"Infatti, Questo ristorante serve cibo delizioso. Tutti sono d'accordo.",Italian,it
627,حیرت کی بات ہے، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ یقینی ہے۔,Urdu,ur
628,"In fact, The weather is beautiful today. It's true.",English,en
629,"Honestly, She is reading a book in the park. That's for sure.",English,en
630,ویسے، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ سچ ہے۔,Urdu,ur
631,کل، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟ سب اس بات پر متفق ہیں۔,Urdu,ur
632,دراصل، وہ پارک میں کتاب پڑھ رہی ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
633,"As usual, I enjoy learning new languages. It's true.",English,en
634,Le temps est magnifique aujourd'hui.,French,fr
635,هي تعمل في مخبز صغير. الجميع يوافق.,Arabic,ar
636,"Sorprendentemente, Ellos están planeando un viaje a las montañas. Todos están de acuerdo.",Spanish,es
637,بصراحة، يغلق المتجر مبكرًا أيام الأحد. الجميع يوافق.,Arabic,ar
638,حیرت کی بات ہے، براہ کرم مجھے ایک کپ کافی دیں۔ یہ یقینی ہے۔,Urdu,ur
639,ایک بار پھر، ہم کل بازار جا رہے ہیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
640,"Étonnamment, Le concert commence à huit heures. Tout le monde est d'accord.",French,fr
641,ایک بار پھر، آج موسم بہت خوبصورت ہے۔,Urdu,ur
642,"Au fait, Le temps est magnifique aujourd'hui. C'est vrai.",French,fr
643,ویسے، ہم نے کل رات ایک فلم دیکھی۔ یہ سچ ہے۔,Urdu,ur
644,"Encore une fois, J'aime apprendre de nouvelles langues. Tout le monde est d'accord.",French,fr
645,Este restaurante serve comida deliciosa. É verdade.,Portuguese,pt
646,بصراحة، الأطفال يلعبون في الحديقة. هذا مؤكد.,Arabic,ar
647,"Übrigens, Ich hätte gerne eine Tasse Kaffee, bitte. Es ist wahr.",German,de
648,Wir gehen morgen auf den Markt. Alle sind sich einig.,German,de
649,"Ontem, Ele está estudando para as provas finais. Todos concordam.",Portuguese,pt
650,"By the way, The bus arrives every fifteen minutes. That's for sure.",English,en
651,Eles estão planejando uma viagem para as montanhas. Isso é certo.,Portuguese,pt
652,"Come al solito, Il museo apre alle nove del mattino. È vero.",Italian,it
653,"Ontem, Você pode me ajudar a encontrar a estação de trem? Isso é certo.",Portuguese,pt
654,"Esta manhã, Ele joga futebol todo fim de semana. Isso é certo.",Portuguese,pt
655,"आज सुबह, दुकान रविवार को जल्दी बंद हो जाती है।",Hindi,hi
656,"Hier, Nous allons au marché demain. C'est certain.",French,fr
657,"कल, वे पहाड़ों की यात्रा की योजना बना रहे हैं।",Hindi,hi
658,"Questa mattina, Devo comprare pane e latte. Tutti sono d'accordo.",Italian,it
659,"By the way, The weather is beautiful today.",English,en
660,"Hier, J'aime apprendre de nouvelles langues. C'est certain.",French,fr
661,"Honestamente, Vimos una película anoche. Es verdad.",Spanish,es
662,"Tatsächlich, Der Garten ist voller bunter Blumen. Das ist sicher.",German,de
663,"Como siempre, Ellos están planeando un viaje a las montañas. Es verdad.",Spanish,es
664,"कल, बगीचा रंग-बिरंगे फूलों से भरा है। यह निश्चित है।",Hindi,hi
665,"Überraschenderweise, Wir gehen morgen auf den Markt. Alle sind sich einig.",German,de
666,"Questa mattina, L'autobus arriva ogni quindici minuti.",Italian,it
667,"Wie immer, Wir haben gestern Abend einen Film gesehen. Es ist wahr.",German,de
668,"Wie immer, Das Wetter ist heute wunderschön. Das ist sicher.",German,de
669,"Ieri, Devo comprare pane e latte. È vero.",Italian,it
670,بالمناسبة، شاهدنا فيلمًا الليلة الماضية. الجميع يوافق.,Arabic,ar
671,آج صبح، یہ ریستوران لذیذ کھانا پیش کرتا ہے۔ یہ سچ ہے۔,Urdu,ur
672,"Esta manhã, Ela está lendo um livro no parque. Isso é certo.",Portuguese,pt
673,"Una vez más, Él juega fútbol cada fin de semana.",Spanish,es
674,ایمانداری سے، میوزیم صبح نو بجے کھلتا ہے۔ یہ سچ ہے۔,Urdu,ur
675,ہمیشہ کی طرح، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
676,"A propósito, O museu abre às nove da manhã. É verdade.",Portuguese,pt
677,مرة أخرى، أستمتع بتعلم لغات جديدة. الجميع يوافق.,Arabic,ar
678,"By the way, She works at a small bakery downtown. That's for sure.",English,en
679,"Ayer, El clima está hermoso hoy. Todos están de acuerdo.",Spanish,es
680,"Ehrlich gesagt, Meine Familie besucht uns diesen Sommer. Alle sind sich einig.",German,de
681,"Überraschenderweise, Ich lerne gerne neue Sprachen. Es ist wahr.",German,de
682,"Infatti, Andiamo al mercato domani. È vero.",Italian,it
683,"Hier, Ma famille nous rend visite cet été.",French,fr
684,کنسرٹ آٹھ بجے شروع ہوتا ہے۔ یہ یقینی ہے۔,Urdu,ur
685,"एक बार फिर, वे पहाड़ों की यात्रा की योजना बना रहे हैं। यह सच है।",Hindi,hi
686,"Heute Morgen, Der Garten ist voller bunter Blumen. Alle sind sich einig.",German,de
687,"Ancora una volta, Devo comprare pane e latte.",Italian,it
688,"Mais uma vez, O show começa às oito horas. Todos concordam.",Portuguese,pt
689,We are going to the market tomorrow.,English,en
690,"हैरानी की बात है, बगीचा रंग-बिरंगे फूलों से भरा है। यह निश्चित है।",Hindi,hi
691,"Ieri, Abbiamo visto un film ieri sera. Tutti sono d'accordo.",Italian,it
692,کل، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟ یہ یقینی ہے۔,Urdu,ur
693,في الواقع، هي تقرأ كتابًا في الحديقة.,Arabic,ar
694,"Aparentemente, Minha família vai nos visitar neste verão. Todos concordam.",Portuguese,pt
695,"Ehrlich gesagt, Er spielt jedes Wochenende Fußball. Es ist wahr.",German,de
696,"Encore une fois, Les enfants jouent dans le jardin.",French,fr
697,"Esta manhã, Ele está estudando para as provas finais. Isso é certo.",Portuguese,pt
698,وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔,Urdu,ur
699,ویسے، میوزیم صبح نو بجے کھلتا ہے۔ یہ سچ ہے۔,Urdu,ur
700,"Esta manhã, O museu abre às nove da manhã.",Portuguese,pt
701,"Honnêtement, Il étudie pour ses examens finaux. C'est certain.",French,fr
702,"एक बार फिर, आज मौसम बहुत सुंदर है। सभी सहमत हैं।",Hindi,hi
703,"Überraschenderweise, Ich lerne gerne neue Sprachen. Das ist sicher.",German,de
704,بشكل مفاجئ، يفتح المتحف الساعة التاسعة صباحًا. هذا صحيح.,Arabic,ar
705,بصراحة، عائلتي ستزورنا هذا الصيف.,Arabic,ar
706,"Mais uma vez, Eu gosto de aprender novos idiomas. É verdade.",Portuguese,pt
707,"Honnêtement, Le temps est magnifique aujourd'hui. C'est vrai.",French,fr
708,"Esta manhã, A loja fecha cedo aos domingos. Isso é certo.",Portuguese,pt
709,ایمانداری سے، ہم نے کل رات ایک فلم دیکھی۔ یہ سچ ہے۔,Urdu,ur
710,هو يلعب كرة القدم كل نهاية أسبوع. هذا صحيح.,Arabic,ar
711,"Questa mattina, Il concerto inizia alle otto. Questo è certo.",Italian,it
712,"Ce matin, Ils prévoient un voyage à la montagne. Tout le monde est d'accord.",French,fr
713,بصراحة، أحتاج إلى شراء خبز وحليب. هذا مؤكد.,Arabic,ar
714,"By the way, Can you help me find the train station? Everyone agrees.",English,en
715,"ईमानदारी से, बस हर पंद्रह मिनट में आती है। यह सच है।",Hindi,hi
716,Das Wetter ist heute wunderschön.,German,de
717,في الواقع، الطقس جميل اليوم. هذا مؤكد.,Arabic,ar
718,Il tempo è bellissimo oggi. Tutti sono d'accordo.,Italian,it
719,ایک بار پھر، یہ ریستوران لذیذ کھانا پیش کرتا ہے۔ یہ سچ ہے۔,Urdu,ur
720,"A propósito, Vamos ao mercado amanhã. É verdade.",Portuguese,pt
721,Il negozio chiude presto la domenica. È vero.,Italian,it
722,"Sorprendentemente, El concierto comienza a las ocho.",Spanish,es
723,في الواقع، شاهدنا فيلمًا الليلة الماضية. هذا صحيح.,Arabic,ar
724,شاهدنا فيلمًا الليلة الماضية. الجميع يوافق.,Arabic,ar
725,Puoi aiutarmi a trovare la stazione dei treni? Questo è certo.,Italian,it
726,على ما يبدو، عائلتي ستزورنا هذا الصيف. هذا صحيح.,Arabic,ar
727,"Sorprendentemente, Stanno pianificando un viaggio in montagna. Questo è certo.",Italian,it
728,کل، کنسرٹ آٹھ بجے شروع ہوتا ہے۔,Urdu,ur
729,"Überraschenderweise, Das Konzert beginnt um acht Uhr. Es ist wahr.",German,de
730,"In fact, We are going to the market tomorrow. It's true.",English,en
731,They are planning a trip to the mountains. Everyone agrees.,English,en
732,"Honestly, The weather is beautiful today. It's true.",English,en
733,"Ce matin, Pouvez-vous m'aider à trouver la gare ? C'est vrai.",French,fr
734,كالعادة، هي تقرأ كتابًا في الحديقة. الجميع يوافق.,Arabic,ar
735,"वास्तव में, कृपया मुझे एक कप कॉफी दीजिए। यह निश्चित है।",Hindi,hi
736,"Ayer, Vamos al mercado mañana. Es verdad.",Spanish,es
737,"Apparemment, Elle lit un livre dans le parc. Tout le monde est d'accord.",French,fr
738,"Wieder einmal, Das Museum öffnet um neun Uhr morgens. Es ist wahr.",German,de
739,"Mais uma vez, Este restaurante serve comida deliciosa. Isso é certo.",Portuguese,pt
740,بشكل مفاجئ، هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا صحيح.,Arabic,ar
741,ویسے، ہم کل بازار جا رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
742,"A propósito, Eles estão planejando uma viagem para as montanhas. Isso é certo.",Portuguese,pt
743,بظاہر، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔,Urdu,ur
744,آج صبح، میرا خاندان اس گرمی میں ہم سے ملنے آ رہا ہے۔ یہ سچ ہے۔,Urdu,ur
745,"Hier, Nous avons regardé un film hier soir. C'est vrai.",French,fr
746,"As usual, The weather is beautiful today. Everyone agrees.",English,en
747,"Esta mañana, El museo abre a las nueve de la mañana. Es verdad.",Spanish,es
748,"हैरानी की बात है, मुझे रोटी और दूध खरीदने की जरूरत है। सभी सहमत हैं।",Hindi,hi
749,في الواقع، يبدأ الحفل الساعة الثامنة.,Arabic,ar
750,على ما يبدو، هو يلعب كرة القدم كل نهاية أسبوع. الجميع يوافق.,Arabic,ar
751,"Una vez más, Vimos una película anoche. Eso es seguro.",Spanish,es
752,"Aparentemente, Este restaurante sirve comida deliciosa. Eso es seguro.",Spanish,es
753,بصراحة، يفتح المتحف الساعة التاسعة صباحًا. هذا صحيح.,Arabic,ar
754,Vimos una película anoche. Todos están de acuerdo.,Spanish,es
755,على ما يبدو، أود كوب قهوة من فضلك. هذا صحيح.,Arabic,ar
756,हम कल बाजार जा रहे हैं।,Hindi,hi
757,"Aparentemente, Ela está lendo um livro no parque. Isso é certo.",Portuguese,pt
758,"Encore une fois, Le concert commence à huit heures.",French,fr
759,"कल, दुकान रविवार को जल्दी बंद हो जाती है। यह सच है।",Hindi,hi
760,بظاہر، مجھے نئی زبانیں سیکھنا پسند ہے۔,Urdu,ur
761,"As usual, Can you help me find the train station? That's for sure.",English,en
762,"Ieri, Mi piace imparare nuove lingue. Questo è certo.",Italian,it
763,"हमेशा की तरह, हम कल बाजार जा रहे हैं। सभी सहमत हैं।",Hindi,hi
764,"Ancora una volta, Stanno pianificando un viaggio in montagna. È vero.",Italian,it
765,"वास्तव में, बस हर पंद्रह मिनट में आती है।",Hindi,hi
766,بصراحة، أحتاج إلى شراء خبز وحليب.,Arabic,ar
767,"A propósito, Ele joga futebol todo fim de semana. Isso é certo.",Portuguese,pt
768,"Ehrlich gesagt, Er lernt für seine Abschlussprüfungen. Alle sind sich einig.",German,de
769,بظاہر، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ سچ ہے۔,Urdu,ur
770,کل، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ سچ ہے۔,Urdu,ur
771,"Au fait, Ce restaurant sert une nourriture délicieuse.",French,fr
772,"Na verdade, Você pode me ajudar a encontrar a estação de trem? Isso é certo.",Portuguese,pt
773,دراصل، بچے باغ میں کھیل رہے ہیں۔,Urdu,ur
774,"Wieder einmal, Das Museum öffnet um neun Uhr morgens. Das ist sicher.",German,de
775,ایک بار پھر، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟ سب اس بات پر متفق ہیں۔,Urdu,ur
776,"Na verdade, Minha família vai nos visitar neste verão. É verdade.",Portuguese,pt
777,ایمانداری سے، میرا خاندان اس گرمی میں ہم سے ملنے آ رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
778,"Encore une fois, Il joue au football chaque week-end.",French,fr
779,"Ieri, Il museo apre alle nove del mattino. Questo è certo.",Italian,it
780,بشكل مفاجئ، تصل الحافلة كل خمس عشرة دقيقة. الجميع يوافق.,Arabic,ar
781,"De hecho, El autobús llega cada quince minutos. Es verdad.",Spanish,es
782,بظاہر، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔,Urdu,ur
783,"ईमानदारी से, कृपया मुझे एक कप कॉफी दीजिए। सभी सहमत हैं।",Hindi,hi
784,"Étonnamment, Les enfants jouent dans le jardin.",French,fr
785,"Como sempre, O jardim está cheio de flores coloridas. Isso é certo.",Portuguese,pt
786,"Sorprendentemente, Este restaurante sirve comida deliciosa. Es verdad.",Spanish,es
787,"Me gustaría una taza de café, por favor.",Spanish,es
788,"Sorprendentemente, Il giardino è pieno di fiori colorati. È vero.",Italian,it
789,Il museo apre alle nove del mattino. È vero.,Italian,it
790,حیرت کی بات ہے، یہ ریستوران لذیذ کھانا پیش کرتا ہے۔,Urdu,ur
791,"आज सुबह, मुझे नई भाषाएँ सीखना पसंद है। यह सच है।",Hindi,hi
792,"Onestamente, I bambini stanno giocando in giardino. Questo è certo.",Italian,it
793,"Wie immer, Wir gehen morgen auf den Markt. Das ist sicher.",German,de
794,"कल, मुझे नई भाषाएँ सीखना पसंद है।",Hindi,hi
795,"Questa mattina, Lei lavora in una piccola panetteria.",Italian,it
796,"Sorprendentemente, Ella trabaja en una pequeña panadería. Eso es seguro.",Spanish,es
797,Puoi aiutarmi a trovare la stazione dei treni? È vero.,Italian,it
798,"एक बार फिर, दुकान रविवार को जल्दी बंद हो जाती है। यह निश्चित है।",Hindi,hi
799,"हैरानी की बात है, वे पहाड़ों की यात्रा की योजना बना रहे हैं। यह निश्चित है।",Hindi,hi
800,"Aparentemente, Me gusta aprender nuevos idiomas. Es verdad.",Spanish,es
801,"A proposito, Puoi aiutarmi a trovare la stazione dei treni? È vero.",Italian,it
802,"En fait, Ce restaurant sert une nourriture délicieuse.",French,fr
803,کل، بچے باغ میں کھیل رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
804,مرة أخرى، سنذهب إلى السوق غدًا. هذا صحيح.,Arabic,ar
805,حیرت کی بات ہے، کنسرٹ آٹھ بجے شروع ہوتا ہے۔,Urdu,ur
806,"Aparentemente, Vamos al mercado mañana. Es verdad.",Spanish,es
807,"Honestamente, Assistimos a um filme ontem à noite. É verdade.",Portuguese,pt
808,کل، آج موسم بہت خوبصورت ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
809,آج صبح، ہم کل بازار جا رہے ہیں۔ یہ سچ ہے۔,Urdu,ur
810,"Apparemment, Il étudie pour ses examens finaux. C'est vrai.",French,fr
811,क्या आप मुझे रेलवे स्टेशन खोजने में मदद कर सकते हैं? यह सच है।,Hindi,hi
812,Eu gosto de aprender novos idiomas. É verdade.,Portuguese,pt
813,"Mais uma vez, Vamos ao mercado amanhã. Todos concordam.",Portuguese,pt
814,"A propósito, Assistimos a um filme ontem à noite.",Portuguese,pt
815,"Esta manhã, Este restaurante serve comida deliciosa. É verdade.",Portuguese,pt
816,"Wie immer, Das Museum öffnet um neun Uhr morgens.",German,de
817,"Ayer, La tienda cierra temprano los domingos.",Spanish,es
818,"Honestamente, Él juega fútbol cada fin de semana. Eso es seguro.",Spanish,es
819,"Mais uma vez, Vamos ao mercado amanhã. É verdade.",Portuguese,pt
820,بشكل مفاجئ، عائلتي ستزورنا هذا الصيف. هذا صحيح.,Arabic,ar
821,"Yesterday, This restaurant serves delicious food.",English,en
822,ایمانداری سے، میوزیم صبح نو بجے کھلتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
823,"Esta manhã, Eles estão planejando uma viagem para as montanhas. É verdade.",Portuguese,pt
824,"Apparently, The weather is beautiful today.",English,en
825,"ईमानदारी से, कृपया मुझे एक कप कॉफी दीजिए। यह सच है।",Hindi,hi
826,"En fait, J'aime apprendre de nouvelles langues. Tout le monde est d'accord.",French,fr
827,في الواقع، أستمتع بتعلم لغات جديدة. الجميع يوافق.,Arabic,ar
828,آج صبح، بس ہر پندرہ منٹ میں آتی ہے۔ یہ سچ ہے۔,Urdu,ur
829,"हैरानी की बात है, दुकान रविवार को जल्दी बंद हो जाती है।",Hindi,hi
830,Il tempo è bellissimo oggi.,Italian,it
831,"Anscheinend, Der Garten ist voller bunter Blumen. Es ist wahr.",German,de
832,"Ieri, Il negozio chiude presto la domenica. Tutti sono d'accordo.",Italian,it
833,ایمانداری سے، باغ رنگ برنگے پھولوں سے بھرا ہے۔ یہ سچ ہے۔,Urdu,ur
834,"En fait, Les enfants jouent dans le jardin. C'est vrai.",French,fr
835,"Ehrlich gesagt, Sie liest ein Buch im Park. Es ist wahr.",German,de
836,"Wie immer, Der Bus kommt alle fünfzehn Minuten. Das ist sicher.",German,de
