id,text,label,category,difficulty
765,Quick note: Reminder: your subscription with Quantum Innovations renews at the end of this month. Talk soon.,Ham,Notification,Beginner
766,"New arrival: a RoadMaster bicycle now available at an unbeatable price, shop now! Don't wait!",Spam,Advertisement,Beginner
767,Your appointment with Summit Robotics Inc. is confirmed for next Tuesday at 10 AM. Talk soon.,Ham,Notification,Beginner
768,Quick note: This is a confirmation that your request with Summit Robotics Inc. has been received.,Ham,Notification,Beginner
769,"ATTENTION: Your account has been flagged for review, respond within 24 hours to avoid closure! Offer won't last.",Spam,Scam,Beginner
770,"The client at Harborview College asked for an updated timeline, can you draft one? Take care.",Ham,Work,Beginner
771,"Hey, Hey, are we still meeting for lunch tomorrow around noon? Talk soon.",Ham,Normal Message,Beginner
772,"Sending good vibes for your interview tomorrow, you've got this!",Ham,Personal,Beginner
773,ATTENTION: Introducing the AeroFit smartwatch — order now and get free shipping this week!,Spam,Advertisement,Advanced
774,"FYI, Thinking of you today, hope everything goes well with the move. Let me know.",Ham,Personal,Advanced
775,"NOTICE: Warning: your subscription payment failed, update your billing information right away! Don't wait!",Spam,Scam,Advanced
776,"ACT NOW: New arrival: the SmartHome Hub now available at an unbeatable price, shop now! Don't wait!",Spam,Advertisement,Intermediate
777,"LIMITED TIME: Your loyalty points can now be redeemed for a free the FlexFit yoga mat, claim today!",Spam,Promotion,Beginner
778,IMPORTANT: You've been selected for an exclusive early access deal on the TravelLite suitcase!,Spam,Promotion,Advanced
779,"Hi, The weather looks nice this weekend, want to go for a walk?",Ham,Normal Message,Beginner
780,This is a reminder that your library books are due back this Friday.,Ham,Notification,Beginner
781,This is a reminder that your membership with Maple Street School District is up for renewal soon. Take care.,Ham,Notification,Beginner
782,"FYI, I finally fixed the leaky faucet in the kitchen this weekend. Take care.",Ham,Normal Message,Advanced
783,NOTICE: You have an outstanding balance that must be settled today to avoid penalties! Don't wait!,Spam,Scam,Intermediate
784,"Hey, I left the spare key under the mat, let yourself in whenever. Thanks!",Ham,Normal Message,Intermediate
785,"Hi, Thinking about you during this tough time, I'm here if you need me. Let me know.",Ham,Personal,Beginner
786,"ATTENTION: Final reminder: unclaimed reward expires today, click now before it's too late!",Spam,Scam,Intermediate
787,"Hey, Your account settings with Evergreen Energy Co. were updated successfully. Thanks!",Ham,Notification,Intermediate
788,"LIMITED TIME: You're eligible for a special discount on a NovaBook Pro laptop, act fast to redeem it! Respond today.",Spam,Promotion,Intermediate
789,"Hi, The weather looks nice this weekend, want to go for a walk? Thanks!",Ham,Normal Message,Beginner
790,"The client at Northfield University asked for an updated timeline, can you draft one? Let me know.",Ham,Work,Intermediate
791,"FYI, Reminder: your subscription with Ironwood Steel Works renews at the end of this month. Talk soon.",Ham,Notification,Beginner
792,"Just a heads up, Your appointment with Vertex Analytics is confirmed for next Tuesday at 10 AM.",Ham,Notification,Advanced
793,ALERT: Flash sale: a PureGlow skincare set is now 40% off for the next 24 hours only! Offer won't last.,Spam,Advertisement,Intermediate
794,"IMPORTANT: As a valued customer, enjoy an extra discount on the ChefMate blender this week! Respond today.",Spam,Promotion,Intermediate
795,ACT NOW: URGENT: Your account will be suspended unless you verify your details immediately! Respond today.,Spam,Scam,Beginner
796,Quick note: Can't wait to see you at the reunion next month. Talk soon.,Ham,Personal,Advanced
797,"FYI, Let's plan a get-together soon, it's been way too long. Take care.",Ham,Personal,Beginner
798,"Hello, Let's plan a hiking trip for next month if the weather cooperates. Talk soon.",Ham,Normal Message,Beginner
799,Quick note: This is a reminder that your membership with Crescent Media Group is up for renewal soon.,Ham,Notification,Intermediate
800,"FYI, Congratulations on the new job, you truly deserve it! Talk soon.",Ham,Personal,Beginner
801,"Hey, Let me know if you need help moving this weekend. Take care.",Ham,Normal Message,Beginner
802,"Your loyalty points can now be redeemed for a free a TrailRunner backpack, claim today! Limited spots remain.",Spam,Promotion,Beginner
803,"Hey, I'm running a bit late, should be there in about ten minutes. Thanks!",Ham,Normal Message,Advanced
804,"ATTENTION: As a valued customer, enjoy an extra discount on a SunBeam solar charger this week! Don't wait!",Spam,Promotion,Advanced
805,"IMPORTANT: Special deal: buy one a PureGlow skincare set, get one free this weekend only!",Spam,Advertisement,Beginner
806,"FYI, Could you double-check the numbers in the spreadsheet before we send it to Golden Gate Retailers?",Ham,Work,Beginner
807,Flash sale: a SunBeam solar charger is now 40% off for the next 24 hours only!,Spam,Advertisement,Beginner
808,"Hey, Hope your exams went well, let's celebrate this weekend. Let me know.",Ham,Personal,Intermediate
809,"Hello, Congratulations on the new job, you truly deserve it!",Ham,Personal,Beginner
810,"LIMITED TIME: Upgrade today: a SoundWave headset is on sale for a limited time, don't wait! Respond today.",Spam,Advertisement,Beginner
811,"IMPORTANT: Final notice: unusual activity detected on your account, verify now to avoid suspension! Respond today.",Spam,Scam,Advanced
812,ATTENTION: Congratulations! You've earned a free the AeroFit smartwatch — claim your reward now! Respond today.,Spam,Promotion,Advanced
813,"Hi, Let's plan a hiking trip for next month if the weather cooperates. Talk soon.",Ham,Normal Message,Beginner
814,ACT NOW: Flash sale: the PixelView monitor is now 40% off for the next 24 hours only! Offer won't last.,Spam,Advertisement,Beginner
815,Quick note: Your recent payment to Coastal Insurance Co. was processed successfully. Talk soon.,Ham,Notification,Intermediate
816,"Let's plan a get-together soon, it's been way too long.",Ham,Personal,Advanced
817,"Quick note: Sending good vibes for your interview tomorrow, you've got this! Take care.",Ham,Personal,Advanced
818,ACT NOW: Action required: your membership will expire tonight unless you renew immediately!,Spam,Scam,Advanced
819,"Just a heads up, Your reservation at Evergreen Energy Co. has been confirmed for this weekend.",Ham,Notification,Advanced
820,"LIMITED TIME: Your refund is pending approval, confirm your details now to receive the funds! Don't wait!",Spam,Scam,Beginner
821,"LIMITED TIME: Final reminder: unclaimed reward expires today, click now before it's too late! Limited spots remain.",Spam,Scam,Beginner
822,"Hi, Wishing you a speedy recovery, let me know if you need anything. Talk soon.",Ham,Personal,Beginner
823,"Hi, The client at Meridian Financial Group asked for an updated timeline, can you draft one? Talk soon.",Ham,Work,Beginner
824,"Hello, Congratulations on the new job, you truly deserve it! Let me know.",Ham,Personal,Beginner
825,"Hello, I left the spare key under the mat, let yourself in whenever. Thanks!",Ham,Normal Message,Advanced
826,"NOTICE: Buy the PixelView monitor today and get 50% off your first order, limited time only! Don't wait!",Spam,Advertisement,Beginner
827,Quick note: Can we reschedule our call with Falcon Logistics to later this afternoon? Thanks!,Ham,Work,Beginner
828,"Hey, This is a reminder that your appointment with Aurora Data Systems starts in one hour.",Ham,Notification,Intermediate
829,"LIMITED TIME: You're eligible for a special discount on a TrailRunner backpack, act fast to redeem it! Limited spots remain.",Spam,Promotion,Advanced
830,"Just a heads up, Thinking about you during this tough time, I'm here if you need me. Talk soon.",Ham,Personal,Beginner
831,"Hi, Can you send me the recipe you used for dinner last night? Thanks!",Ham,Normal Message,Beginner
832,"NOTICE: Your account has been flagged for review, respond within 24 hours to avoid closure! Respond today.",Spam,Scam,Beginner
833,"Hello, So happy to hear the good news, we should celebrate soon! Talk soon.",Ham,Personal,Intermediate
834,ATTENTION: Everything must go! Get the PixelView monitor at clearance prices while supplies last! Limited spots remain.,Spam,Advertisement,Beginner
835,"ATTENTION: As a valued customer, enjoy an extra discount on the FreshAir purifier this week!",Spam,Promotion,Beginner
836,"IMPORTANT: Unlock a members-only discount on the AeroFit smartwatch, available for a short time! Limited spots remain.",Spam,Promotion,Intermediate
837,"ATTENTION: You're eligible for a special discount on the AeroFit smartwatch, act fast to redeem it! Don't wait!",Spam,Promotion,Advanced
838,"IMPORTANT: As a valued customer, enjoy an extra discount on the FreshAir purifier this week! Offer won't last.",Spam,Promotion,Intermediate
839,Exclusive offer just for you: get a bonus the CloudDesk chair with your next purchase!,Spam,Promotion,Intermediate
840,"LIMITED TIME: Buy a NovaBook Pro laptop today and get 50% off your first order, limited time only! Respond today.",Spam,Advertisement,Intermediate
841,"Quick note: The weather looks nice this weekend, want to go for a walk? Thanks!",Ham,Normal Message,Intermediate
842,"FYI, I finally fixed the leaky faucet in the kitchen this weekend. Talk soon.",Ham,Normal Message,Intermediate
843,ATTENTION: Huge sale on the TravelLite suitcase — save big before stock runs out!,Spam,Advertisement,Intermediate
844,"Just a heads up, So proud of you for taking that big step, congratulations! Take care.",Ham,Personal,Intermediate
845,"LIMITED TIME: Special deal: buy one a ProGrip tennis racket, get one free this weekend only!",Spam,Advertisement,Beginner
846,"Quick note: We should catch up soon, it's been a while since we talked. Thanks!",Ham,Normal Message,Advanced
847,"Hi, I updated the project board, take a look before our call with Cedar Grove Hospital. Talk soon.",Ham,Work,Beginner
848,"FYI, So proud of you for taking that big step, congratulations! Talk soon.",Ham,Personal,Intermediate
849,"IMPORTANT: Your loyalty points can now be redeemed for a free a SoundWave headset, claim today! Don't wait!",Spam,Promotion,Intermediate
850,"NOTICE: New arrival: the FlexFit yoga mat now available at an unbeatable price, shop now! Limited spots remain.",Spam,Advertisement,Beginner
851,"ATTENTION: Your account access has been limited, verify your identity to restore full access! Offer won't last.",Spam,Scam,Advanced
852,"ALERT: Best prices of the season on the AeroFit smartwatch, shop the sale now! Offer won't last.",Spam,Advertisement,Beginner
853,"ALERT: Your delivery is on hold pending confirmation, update your details to release it! Don't wait!",Spam,Scam,Intermediate
854,"ALERT: As a valued customer, enjoy an extra discount on a NovaBook Pro laptop this week! Don't wait!",Spam,Promotion,Beginner
855,ATTENTION: Introducing the PixelView monitor — order now and get free shipping this week! Limited spots remain.,Spam,Advertisement,Advanced
856,"FYI, Happy birthday! Hope you have an amazing day with family and friends. Let me know.",Ham,Personal,Beginner
857,"FYI, So happy to hear the good news, we should celebrate soon! Take care.",Ham,Personal,Intermediate
858,"NOTICE: Upgrade today: the AeroFit smartwatch is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Beginner
859,IMPORTANT: Huge sale on the SmartHome Hub — save big before stock runs out!,Spam,Advertisement,Intermediate
860,"Just a heads up, Thanks again for helping me move those boxes yesterday.",Ham,Normal Message,Intermediate
861,"LIMITED TIME: Your account has been flagged for review, respond within 24 hours to avoid closure! Limited spots remain.",Spam,Scam,Beginner
862,"LIMITED TIME: We detected a problem with your recent payment, please confirm your information now! Limited spots remain.",Spam,Scam,Advanced
863,"FYI, Can you loop in the design team before our next sync with Falcon Logistics? Take care.",Ham,Work,Beginner
864,"FYI, Let me know if you need help moving this weekend. Thanks!",Ham,Normal Message,Intermediate
865,"NOTICE: You qualify for a limited cash bonus, complete verification to receive your funds! Offer won't last.",Spam,Scam,Beginner
866,"Hello, Let's finalize the agenda for next week's meeting with Golden Gate Retailers. Take care.",Ham,Work,Intermediate
867,"Just a heads up, Thanks again for helping me move those boxes yesterday. Talk soon.",Ham,Normal Message,Beginner
868,"ACT NOW: Special deal: buy one the SmartHome Hub, get one free this weekend only! Don't wait!",Spam,Advertisement,Intermediate
869,"Just a heads up, This is a reminder that your membership with Zenith Pharmaceuticals is up for renewal soon. Let me know.",Ham,Notification,Intermediate
870,"NOTICE: Your loyalty points can now be redeemed for a free a NightOwl reading lamp, claim today! Offer won't last.",Spam,Promotion,Advanced
871,"ACT NOW: Best prices of the season on the CloudDesk chair, shop the sale now! Don't wait!",Spam,Advertisement,Advanced
872,"LIMITED TIME: Unlock a members-only discount on the TravelLite suitcase, available for a short time!",Spam,Promotion,Beginner
873,"ALERT: Congratulations, you have been selected for a special cash reward, claim it today! Respond today.",Spam,Scam,Intermediate
874,"Hey, The quarterly presentation for Aurora Data Systems is due by end of day Friday. Talk soon.",Ham,Work,Advanced
875,Quick note: Your subscription to Union Manufacturing Corp.'s newsletter has been updated successfully. Let me know.,Ham,Notification,Intermediate
876,"We detected a problem with your recent payment, please confirm your information now! Offer won't last.",Spam,Scam,Beginner
877,"Hey, Happy birthday! Hope you have an amazing day with family and friends. Talk soon.",Ham,Personal,Advanced
878,"ACT NOW: Don't miss our biggest sale of the year on the FlexFit yoga mat, hurry before it ends! Respond today.",Spam,Advertisement,Advanced
879,"IMPORTANT: Final notice: unusual activity detected on your account, verify now to avoid suspension! Offer won't last.",Spam,Scam,Intermediate
880,"ACT NOW: Your package could not be delivered, confirm your address immediately to avoid cancellation! Don't wait!",Spam,Scam,Intermediate
881,"Hey, Please review the attached report before our meeting with Maple Street School District tomorrow. Thanks!",Ham,Work,Intermediate
882,"Hope your exams went well, let's celebrate this weekend. Take care.",Ham,Personal,Beginner
883,"Hi, Reminder: your subscription with Meridian Financial Group renews at the end of this month.",Ham,Notification,Beginner
884,"Just a heads up, Your reservation at Falcon Logistics has been confirmed for this weekend. Thanks!",Ham,Notification,Advanced
885,Action required: your membership will expire tonight unless you renew immediately!,Spam,Scam,Intermediate
886,"Security alert: someone tried to log in from an unknown device, verify immediately! Don't wait!",Spam,Scam,Beginner
887,Refer a friend and receive a free the FlexFit yoga mat as a thank-you gift! Respond today.,Spam,Promotion,Intermediate
888,"Just a heads up, Let's plan a get-together soon, it's been way too long. Take care.",Ham,Personal,Intermediate
889,ATTENTION: You've been selected for an exclusive early access deal on a NightOwl reading lamp! Don't wait!,Spam,Promotion,Advanced
890,Limited spots available: sign up now for a free trial of a ProGrip tennis racket! Limited spots remain.,Spam,Promotion,Advanced
891,"NOTICE: Your loyalty points can now be redeemed for a free the SmartHome Hub, claim today! Offer won't last.",Spam,Promotion,Beginner
892,NOTICE: Limited spots available: sign up now for a free trial of the QuickBrew coffee maker! Respond today.,Spam,Promotion,Advanced
893,"ATTENTION: New arrival: a StreamCast speaker now available at an unbeatable price, shop now! Don't wait!",Spam,Advertisement,Intermediate
894,"Hi, Your subscription to Union Manufacturing Corp.'s newsletter has been updated successfully. Thanks!",Ham,Notification,Beginner
895,"Just a heads up, The new cafe downtown has really good pastries, we should try it.",Ham,Normal Message,Intermediate
896,"Hi, Your appointment with Blue Horizon Airlines is confirmed for next Tuesday at 10 AM. Thanks!",Ham,Notification,Beginner
897,Please review the attached report before our meeting with Evergreen Energy Co. tomorrow. Thanks!,Ham,Work,Intermediate
898,"Just a heads up, Your subscription to Riverside Bank's newsletter has been updated successfully.",Ham,Notification,Advanced
899,"Upgrade today: a StreamCast speaker is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Beginner
900,"It was so great catching up with you last weekend, let's do it again soon. Talk soon.",Ham,Personal,Beginner
901,Quick note: Let's sync up briefly before submitting the proposal to Ironwood Steel Works. Thanks!,Ham,Work,Beginner
902,ALERT: Flash sale: a SunBeam solar charger is now 40% off for the next 24 hours only!,Spam,Advertisement,Intermediate
903,"Hi, Your account settings with Crescent Media Group were updated successfully. Talk soon.",Ham,Notification,Beginner
904,"Hello, So happy to hear the good news, we should celebrate soon! Let me know.",Ham,Personal,Beginner
905,"FYI, I found a great recipe for the dinner party next Friday. Take care.",Ham,Normal Message,Beginner
906,"IMPORTANT: Final reminder: unclaimed reward expires today, click now before it's too late! Don't wait!",Spam,Scam,Beginner
907,"FYI, Hope the new house is treating you well, let's visit soon. Talk soon.",Ham,Personal,Intermediate
908,ATTENTION: You have won a mystery prize! Click the link now to claim before it expires! Offer won't last.,Spam,Scam,Intermediate
909,"LIMITED TIME: Your device may be at risk, download the security update immediately to stay protected!",Spam,Scam,Beginner
910,"Hi, This is a confirmation that your request with Delta Cloud Services has been received. Talk soon.",Ham,Notification,Advanced
911,Quick note: I found a great recipe for the dinner party next Friday.,Ham,Normal Message,Intermediate
912,"Your loyalty points can now be redeemed for a free the SmartHome Hub, claim today! Respond today.",Spam,Promotion,Intermediate
913,"Hi, Hope your exams went well, let's celebrate this weekend.",Ham,Personal,Beginner
914,"Hello, Thanks again for helping me move those boxes yesterday. Talk soon.",Ham,Normal Message,Intermediate
915,Can you water the plants while I'm out of town? Let me know.,Ham,Normal Message,Beginner
916,"FYI, Please review the attached report before our meeting with NextGen Software Labs tomorrow. Take care.",Ham,Work,Advanced
917,"Hello, Your recent payment to Riverside Bank was processed successfully. Let me know.",Ham,Notification,Beginner
918,ATTENTION: Limited spots available: sign up now for a free trial of a NightOwl reading lamp! Limited spots remain.,Spam,Promotion,Intermediate
919,"Hi, Your order from Union Manufacturing Corp. has shipped and is expected to arrive in three days. Thanks!",Ham,Notification,Intermediate
920,Action required: your membership will expire tonight unless you renew immediately! Offer won't last.,Spam,Scam,Beginner
921,"NOTICE: Final reminder: unclaimed reward expires today, click now before it's too late! Don't wait!",Spam,Scam,Intermediate
922,"NOTICE: Your device may be at risk, download the security update immediately to stay protected!",Spam,Scam,Intermediate
923,Immediate action needed: your online account will be permanently closed tomorrow! Offer won't last.,Spam,Scam,Beginner
924,"LIMITED TIME: Buy the PixelView monitor today and get 50% off your first order, limited time only!",Spam,Advertisement,Intermediate
925,"ALERT: Your loyalty points can now be redeemed for a free a NightOwl reading lamp, claim today! Don't wait!",Spam,Promotion,Beginner
926,"LIMITED TIME: You're eligible for a special discount on the TravelLite suitcase, act fast to redeem it! Don't wait!",Spam,Promotion,Advanced
927,LIMITED TIME: Special member reward unlocked: a free the QuickBrew coffee maker is waiting for you! Offer won't last.,Spam,Promotion,Intermediate
928,"You're eligible for a special discount on the PixelView monitor, act fast to redeem it!",Spam,Promotion,Beginner
929,"It was so great catching up with you last weekend, let's do it again soon. Take care.",Ham,Personal,Intermediate
930,"NOTICE: Your package could not be delivered, confirm your address immediately to avoid cancellation! Offer won't last.",Spam,Scam,Beginner
931,Introducing a PureGlow skincare set — order now and get free shipping this week! Limited spots remain.,Spam,Advertisement,Beginner
932,IMPORTANT: You have an outstanding balance that must be settled today to avoid penalties! Don't wait!,Spam,Scam,Beginner
933,Quick note: The quarterly presentation for Quantum Innovations is due by end of day Friday. Let me know.,Ham,Work,Intermediate
934,"FYI, Your upcoming event with Delta Cloud Services has been rescheduled, check the new time. Let me know.",Ham,Notification,Beginner
935,"Hi, The deadline for the Riverside Bank deliverables has been moved up by two days. Take care.",Ham,Work,Advanced
936,"NOTICE: As a valued customer, enjoy an extra discount on a SunBeam solar charger this week! Offer won't last.",Spam,Promotion,Advanced
937,"Unusual sign-in attempt detected, confirm it was you within the next hour!",Spam,Scam,Intermediate
938,"Hey, Can't wait to see you at the reunion next month. Take care.",Ham,Personal,Beginner
939,"ACT NOW: Unlock a members-only discount on a SnapShot camera, available for a short time! Offer won't last.",Spam,Promotion,Intermediate
940,"Hello, The client at Oakwood Publishing House asked for an updated timeline, can you draft one? Take care.",Ham,Work,Advanced
941,"Quick note: So proud of you for taking that big step, congratulations! Thanks!",Ham,Personal,Beginner
942,IMPORTANT: Congratulations! You've earned a free the GreenLeaf water bottle — claim your reward now! Respond today.,Spam,Promotion,Intermediate
943,"LIMITED TIME: You're eligible for a special discount on the CloudDesk chair, act fast to redeem it! Respond today.",Spam,Promotion,Intermediate
944,ATTENTION: You've been selected for an exclusive early access deal on a SnapShot camera! Limited spots remain.,Spam,Promotion,Advanced
945,LIMITED TIME: Introducing the FlexFit yoga mat — order now and get free shipping this week! Respond today.,Spam,Advertisement,Beginner
946,"Hey, Let's finalize the agenda for next week's meeting with Lakeside Medical Center. Take care.",Ham,Work,Beginner
947,"Hey, I updated the project board, take a look before our call with Quantum Innovations. Talk soon.",Ham,Work,Beginner
948,"Hello, So proud of you for taking that big step, congratulations! Thanks!",Ham,Personal,Intermediate
949,"Congrats on finishing the marathon, that's such an accomplishment! Talk soon.",Ham,Personal,Beginner
950,Limited spots available: sign up now for a free trial of the TravelLite suitcase! Offer won't last.,Spam,Promotion,Beginner
951,"FYI, We should catch up soon, it's been a while since we talked. Talk soon.",Ham,Normal Message,Beginner
952,"Your account has been flagged for review, respond within 24 hours to avoid closure! Offer won't last.",Spam,Scam,Beginner
953,"Just a heads up, This is a reminder that your membership with Global Trade Partners is up for renewal soon. Take care.",Ham,Notification,Advanced
954,"IMPORTANT: Don't miss our biggest sale of the year on the TravelLite suitcase, hurry before it ends! Offer won't last.",Spam,Advertisement,Beginner
955,"LIMITED TIME: Your package could not be delivered, confirm your address immediately to avoid cancellation! Don't wait!",Spam,Scam,Beginner
956,"FYI, This is a confirmation that your request with Maple Street School District has been received. Thanks!",Ham,Notification,Intermediate
957,"FYI, Your appointment with Delta Cloud Services is confirmed for next Tuesday at 10 AM. Thanks!",Ham,Notification,Intermediate
958,Can we reschedule our call with Blue Horizon Airlines to later this afternoon? Thanks!,Ham,Work,Intermediate
959,ATTENTION: Huge sale on a SoundWave headset — save big before stock runs out! Limited spots remain.,Spam,Advertisement,Advanced
960,"IMPORTANT: You're eligible for a special discount on a SunBeam solar charger, act fast to redeem it! Offer won't last.",Spam,Promotion,Intermediate
961,"FYI, The weather looks nice this weekend, want to go for a walk? Take care.",Ham,Normal Message,Intermediate
962,IMPORTANT: You've been selected for an exclusive early access deal on the SmartHome Hub! Offer won't last.,Spam,Promotion,Intermediate
963,"LIMITED TIME: Don't miss our biggest sale of the year on a TrailRunner backpack, hurry before it ends! Limited spots remain.",Spam,Advertisement,Advanced
964,The quarterly presentation for Golden Gate Retailers is due by end of day Friday. Talk soon.,Ham,Work,Intermediate
965,"ATTENTION: Special deal: buy one the FlexFit yoga mat, get one free this weekend only! Don't wait!",Spam,Advertisement,Intermediate
966,ATTENTION: Limited spots available: sign up now for a free trial of the FlexFit yoga mat! Offer won't last.,Spam,Promotion,Beginner
967,ATTENTION: Huge sale on the GreenLeaf water bottle — save big before stock runs out! Limited spots remain.,Spam,Advertisement,Beginner
968,"NOTICE: You're eligible for a special discount on a ProGrip tennis racket, act fast to redeem it!",Spam,Promotion,Intermediate
969,"Hello, Just wanted to check in and see how you've been doing lately. Thanks!",Ham,Personal,Intermediate
970,ACT NOW: Exclusive offer just for you: get a bonus the AeroFit smartwatch with your next purchase! Limited spots remain.,Spam,Promotion,Intermediate
971,"LIMITED TIME: Final reminder: unclaimed reward expires today, click now before it's too late!",Spam,Scam,Advanced
972,"Just a heads up, Thinking of you today, hope everything goes well with the move. Talk soon.",Ham,Personal,Beginner
973,"Hey, Let's schedule a quick check-in about the Aurora Data Systems account this week. Let me know.",Ham,Work,Beginner
974,"NOTICE: Best prices of the season on the FlexFit yoga mat, shop the sale now! Limited spots remain.",Spam,Advertisement,Beginner
975,Quick note: Let's finalize the agenda for next week's meeting with BrightFuture Foundation. Talk soon.,Ham,Work,Intermediate
976,"Hey, Can you loop in the design team before our next sync with Maple Street School District? Let me know.",Ham,Work,Advanced
977,Quick note: Your subscription to Golden Gate Retailers's newsletter has been updated successfully. Take care.,Ham,Notification,Advanced
978,"Hello, So proud of you for taking that big step, congratulations! Let me know.",Ham,Personal,Intermediate
979,This is a confirmation that your request with Meridian Financial Group has been received. Talk soon.,Ham,Notification,Advanced
980,"Hey, Congratulations on your engagement, so happy for you both! Take care.",Ham,Personal,Beginner
981,"Hello, Let's sync up briefly before submitting the proposal to Silverline Motors. Talk soon.",Ham,Work,Advanced
982,Quick note: Your order from Riverside Bank has shipped and is expected to arrive in three days. Talk soon.,Ham,Notification,Advanced
983,"LIMITED TIME: Warning: your subscription payment failed, update your billing information right away! Limited spots remain.",Spam,Scam,Beginner
984,Quick note: Your appointment with Lakeside Medical Center is confirmed for next Tuesday at 10 AM. Thanks!,Ham,Notification,Advanced
985,ACT NOW: Exclusive offer just for you: get a bonus a SnapShot camera with your next purchase! Respond today.,Spam,Promotion,Intermediate
986,Let's sync up briefly before submitting the proposal to Harborview College.,Ham,Work,Advanced
987,"Hey, Please share your feedback on the draft before we send it to Zenith Pharmaceuticals. Talk soon.",Ham,Work,Beginner
988,Quick note: Your order from Delta Cloud Services has shipped and is expected to arrive in three days. Thanks!,Ham,Notification,Beginner
989,"Hey, Please share your feedback on the draft before we send it to BrightFuture Foundation. Let me know.",Ham,Work,Intermediate
990,NOTICE: Congratulations! You've earned a free a NightOwl reading lamp — claim your reward now! Offer won't last.,Spam,Promotion,Intermediate
991,"Hey, Let's schedule a quick check-in about the Summit Robotics Inc. account this week. Take care.",Ham,Work,Beginner
992,Quick note: Your appointment with Meridian Financial Group is confirmed for next Tuesday at 10 AM. Take care.,Ham,Notification,Beginner
993,Limited spots available: sign up now for a free trial of a SnapShot camera! Limited spots remain.,Spam,Promotion,Beginner
994,ATTENTION: Congratulations! You've earned a free a TrailRunner backpack — claim your reward now!,Spam,Promotion,Beginner
995,"Hey, Did you finish reading that book you mentioned last week? Let me know.",Ham,Normal Message,Beginner
996,"ACT NOW: Your account has been flagged for review, respond within 24 hours to avoid closure! Respond today.",Spam,Scam,Beginner
997,"FYI, The movie was great, we should watch the sequel next weekend. Thanks!",Ham,Normal Message,Intermediate
998,"Quick note: Congratulations on the new job, you truly deserve it! Thanks!",Ham,Personal,Intermediate
999,Quick note: This is a reminder that your membership with BrightFuture Foundation is up for renewal soon.,Ham,Notification,Beginner
1000,"ALERT: Buy a ProGrip tennis racket today and get 50% off your first order, limited time only! Don't wait!",Spam,Advertisement,Beginner
1001,"ACT NOW: Best prices of the season on a StreamCast speaker, shop the sale now! Offer won't last.",Spam,Advertisement,Intermediate
1002,"Just a heads up, This is a reminder that your membership with Aurora Data Systems is up for renewal soon. Talk soon.",Ham,Notification,Beginner
1003,"Just a heads up, Can you pick up some groceries on your way home tonight? Thanks!",Ham,Normal Message,Advanced
1004,ALERT: URGENT: Your account will be suspended unless you verify your details immediately! Respond today.,Spam,Scam,Beginner
1005,"NOTICE: Your account access has been limited, verify your identity to restore full access! Respond today.",Spam,Scam,Advanced
1006,"IMPORTANT: Final reminder: unclaimed reward expires today, click now before it's too late! Respond today.",Spam,Scam,Advanced
1007,"Hi, Can you send me the recipe you used for dinner last night?",Ham,Normal Message,Beginner
1008,"Hey, Thanks for sending over the notes from yesterday's meeting. Talk soon.",Ham,Normal Message,Beginner
1009,"ALERT: Unusual sign-in attempt detected, confirm it was you within the next hour! Don't wait!",Spam,Scam,Advanced
1010,"Hi, This is a reminder that your membership with Pioneer Research Institute is up for renewal soon. Take care.",Ham,Notification,Intermediate
1011,IMPORTANT: Special member reward unlocked: a free a NightOwl reading lamp is waiting for you! Respond today.,Spam,Promotion,Beginner
1012,Please share your feedback on the draft before we send it to Cedar Grove Hospital. Talk soon.,Ham,Work,Intermediate
1013,Quick note: Can you loop in the design team before our next sync with Cedar Grove Hospital? Talk soon.,Ham,Work,Beginner
1014,IMPORTANT: URGENT: Your account will be suspended unless you verify your details immediately! Offer won't last.,Spam,Scam,Beginner
1015,"ALERT: Your loyalty points can now be redeemed for a free the FreshAir purifier, claim today! Limited spots remain.",Spam,Promotion,Beginner
1016,Quick note: Can you pick up some groceries on your way home tonight? Talk soon.,Ham,Normal Message,Intermediate
1017,"Just a heads up, I left the spare key under the mat, let yourself in whenever. Let me know.",Ham,Normal Message,Beginner
1018,LIMITED TIME: Introducing the PixelView monitor — order now and get free shipping this week! Offer won't last.,Spam,Advertisement,Advanced
1019,"Quick note: So happy to hear the good news, we should celebrate soon! Talk soon.",Ham,Personal,Intermediate
1020,"Hi, Your account settings with NextGen Software Labs were updated successfully. Thanks!",Ham,Notification,Advanced
1021,"Hey, The quarterly presentation for Summit Robotics Inc. is due by end of day Friday. Take care.",Ham,Work,Beginner
1022,"NOTICE: Your package could not be delivered, confirm your address immediately to avoid cancellation!",Spam,Scam,Intermediate
1023,"Hi, Can't wait to see you at the reunion next month. Let me know.",Ham,Personal,Intermediate
1024,Quick note: This is a reminder that your membership with Blue Horizon Airlines is up for renewal soon. Take care.,Ham,Notification,Intermediate
1025,"LIMITED TIME: Special deal: buy one a NightOwl reading lamp, get one free this weekend only! Offer won't last.",Spam,Advertisement,Intermediate
1026,"Special deal: buy one a PureGlow skincare set, get one free this weekend only! Respond today.",Spam,Advertisement,Advanced
1027,ALERT: You have won a mystery prize! Click the link now to claim before it expires!,Spam,Scam,Advanced
