id,original_text,lowercase_text,clean_text,tokenized_text,stopwords_removed,stemmed_text,lemmatized_text
597,You should've called me earlier; I was worried something happened.,you should've called me earlier; i was worried something happened.,you should ve called me earlier i was worried something happened,"['you', 'should', 've', 'called', 'me', 'earlier', 'i', 'was', 'worried', 'something', 'happened']","['ve', 'called', 'earlier', 'worried', 'something', 'happened']",ve call earli worri someth happen,ve call earlier worri someth happen
598,The dogs were RUNNING across the library while the cats watched quietly. No one expected that outcome.,the dogs were running across the library while the cats watched quietly. no one expected that outcome.,the dogs were running across the library while the cats watched quietly no one expected that outcome,"['the', 'dogs', 'were', 'running', 'across', 'the', 'library', 'while', 'the', 'cats', 'watched', 'quietly', 'no', 'one', 'expected', 'that', 'outcome']","['dogs', 'running', 'across', 'library', 'cats', 'watched', 'quietly', 'one', 'expected', 'outcome']",dog run acros library cat watch quiet one expect outcome,dog run across library cat watch quietly one expect outcome
599,"Wow!!! The the GreenLeaf water bottle costs $199.99, and it's ON SALE right now... That's just how it goes sometimes.","wow!!! the the greenleaf water bottle costs $199.99, and it's on sale right now... that's just how it goes sometimes.",wow the the greenleaf water bottle costs and it s on sale right now that s just how it goes sometimes,"['wow', 'the', 'the', 'greenleaf', 'water', 'bottle', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['wow', 'greenleaf', 'water', 'bottle', 'costs', 's', 'sale', 'right', 's', 'how', 'goes', 'sometimes']",wow greenleaf wat bottle cost s sale right s how go sometim,wow greenleaf water bottle cost s sale right s how go sometim
600,I've already sent the invoice; please confirm once you've reviewed it. We'll follow up next week.,i've already sent the invoice; please confirm once you've reviewed it. we'll follow up next week.,i ve already sent the invoice please confirm once you ve reviewed it we ll follow up next week,"['i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'we', 'll', 'follow', 'up', 'next', 'week']","['ve', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 'll', 'follow', 'next', 'week']",ve already sent invoice please confirm ve review ll follow next week,ve already sent invoice please confirm ve review ll follow next week
601,"Well, The Redstone Consulting team WON'T release the numbers until Friday, they said. We'll follow up next week.","well, the redstone consulting team won't release the numbers until friday, they said. we'll follow up next week.",well the redstone consulting team won t release the numbers until friday they said we ll follow up next week,"['well', 'the', 'redstone', 'consulting', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 'redstone', 'consulting', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'll', 'follow', 'next', 'week']",well redstone consult team won t release number until friday said ll follow next week,well redstone consult team won t release number until friday said ll follow next week
602,"You know, The largest cities in the region reported the highest levels of traffic. It's been quite a journey.","you know, the largest cities in the region reported the highest levels of traffic. it's been quite a journey.",you know the largest cities in the region reported the highest levels of traffic it s been quite a journey,"['you', 'know', 'the', 'largest', 'cities', 'in', 'the', 'region', 'reported', 'the', 'highest', 'levels', 'of', 'traffic', 'it', 's', 'been', 'quite', 'a', 'journey']","['know', 'largest', 'cities', 'region', 'reported', 'highest', 'levels', 'traffic', 's', 'quite', 'journey']",know large city region report high level traffic s quite journey,know large city region report highest level traffic s quite journey
603,"Honestly, I can't believe   Ibrahim finished  the  project report  in just 2 days. That's just how it goes sometimes.","honestly, i can't believe   ibrahim finished  the  project report  in just 2 days. that's just how it goes sometimes.",honestly i can t believe ibrahim finished the project report in just days that s just how it goes sometimes,"['honestly', 'i', 'can', 't', 'believe', 'ibrahim', 'finished', 'the', 'project', 'report', 'in', 'just', 'days', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['honestly', 't', 'believe', 'ibrahim', 'finished', 'project', 'report', 'days', 's', 'how', 'goes', 'sometimes']",honest t believe ibrahim finish project report day s how go sometim,honestly t believe ibrahim finish project report day s how go sometim
604,"You know, The dogs were RUNNING across the garden while the cats watched quietly. I still can't believe it.","you know, the dogs were running across the garden while the cats watched quietly. i still can't believe it.",you know the dogs were running across the garden while the cats watched quietly i still can t believe it,"['you', 'know', 'the', 'dogs', 'were', 'running', 'across', 'the', 'garden', 'while', 'the', 'cats', 'watched', 'quietly', 'i', 'still', 'can', 't', 'believe', 'it']","['know', 'dogs', 'running', 'across', 'garden', 'cats', 'watched', 'quietly', 'still', 't', 'believe']",know dog run acros garden cat watch quiet still t believe,know dog run across garden cat watch quietly still t believe
605,"Well, I've already sent the invoice; please confirm once you've reviewed it. We'll follow up next week.","well, i've already sent the invoice; please confirm once you've reviewed it. we'll follow up next week.",well i ve already sent the invoice please confirm once you ve reviewed it we ll follow up next week,"['well', 'i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 've', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 'll', 'follow', 'next', 'week']",well ve already sent invoice please confirm ve review ll follow next week,well ve already sent invoice please confirm ve review ll follow next week
606,"Well, We're studying   how children  learn languages  faster than adults. It's been quite a journey.","well, we're studying   how children  learn languages  faster than adults. it's been quite a journey.",well we re studying how children learn languages faster than adults it s been quite a journey,"['well', 'we', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'than', 'adults', 'it', 's', 'been', 'quite', 'a', 'journey']","['well', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'adults', 's', 'quite', 'journey']",well re study how child learn languag fast adult s quite journey,well re study how child learn languag faster adult s quite journey
607,"By the way, I can't believe   Omar finished  the  budget report  in just 2 days. It happened faster than planned.","by the way, i can't believe   omar finished  the  budget report  in just 2 days. it happened faster than planned.",by the way i can t believe omar finished the budget report in just days it happened faster than planned,"['by', 'the', 'way', 'i', 'can', 't', 'believe', 'omar', 'finished', 'the', 'budget', 'report', 'in', 'just', 'days', 'it', 'happened', 'faster', 'than', 'planned']","['way', 't', 'believe', 'omar', 'finished', 'budget', 'report', 'days', 'happened', 'faster', 'planned']",way t believe omar finish budget report day happen fast plann,way t believe omar finish budget report day happen faster plann
608,"Honestly, I can't believe   Aisha finished  the  annual report  in just 2 days. Honestly, it wasn't easy.","honestly, i can't believe   aisha finished  the  annual report  in just 2 days. honestly, it wasn't easy.",honestly i can t believe aisha finished the annual report in just days honestly it wasn t easy,"['honestly', 'i', 'can', 't', 'believe', 'aisha', 'finished', 'the', 'annual', 'report', 'in', 'just', 'days', 'honestly', 'it', 'wasn', 't', 'easy']","['honestly', 't', 'believe', 'aisha', 'finished', 'annual', 'report', 'days', 'honestly', 'wasn', 't', 'easy']",honest t believe aisha finish annual report day honest wasn t easy,honestly t believe aisha finish annual report day honestly wasn t easy
609,"Honestly, We're studying   how children  learn languages  faster than adults. It happened faster than planned.","honestly, we're studying   how children  learn languages  faster than adults. it happened faster than planned.",honestly we re studying how children learn languages faster than adults it happened faster than planned,"['honestly', 'we', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'than', 'adults', 'it', 'happened', 'faster', 'than', 'planned']","['honestly', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'adults', 'happened', 'faster', 'planned']",honest re study how child learn languag fast adult happen fast plann,honestly re study how child learn languag faster adult happen faster plann
610,"Honestly, The women's committee organized the fundraiser at the theater. I still can't believe it.","honestly, the women's committee organized the fundraiser at the theater. i still can't believe it.",honestly the women s committee organized the fundraiser at the theater i still can t believe it,"['honestly', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'theater', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'women', 's', 'committee', 'organized', 'fundraiser', 'theater', 'still', 't', 'believe']",honest woman s committee organiz fundrais theat still t believe,honestly woman s committee organiz fundraiser theater still t believe
611,"By the way, The children were playing happily in the park until it started raining. It happened faster than planned.","by the way, the children were playing happily in the park until it started raining. it happened faster than planned.",by the way the children were playing happily in the park until it started raining it happened faster than planned,"['by', 'the', 'way', 'the', 'children', 'were', 'playing', 'happily', 'in', 'the', 'park', 'until', 'it', 'started', 'raining', 'it', 'happened', 'faster', 'than', 'planned']","['way', 'children', 'playing', 'happily', 'park', 'until', 'started', 'raining', 'happened', 'faster', 'planned']",way child play happi park until start rain happen fast plann,way child play happily park until start rain happen faster plann
612,"Well, The dogs were RUNNING across the harbor while the cats watched quietly. That's just how it goes sometimes.","well, the dogs were running across the harbor while the cats watched quietly. that's just how it goes sometimes.",well the dogs were running across the harbor while the cats watched quietly that s just how it goes sometimes,"['well', 'the', 'dogs', 'were', 'running', 'across', 'the', 'harbor', 'while', 'the', 'cats', 'watched', 'quietly', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['well', 'dogs', 'running', 'across', 'harbor', 'cats', 'watched', 'quietly', 's', 'how', 'goes', 'sometimes']",well dog run acros harbor cat watch quiet s how go sometim,well dog run across harbor cat watch quietly s how go sometim
613,"By the way, The best runners in the marathon finished before the rain started. It happened faster than planned.","by the way, the best runners in the marathon finished before the rain started. it happened faster than planned.",by the way the best runners in the marathon finished before the rain started it happened faster than planned,"['by', 'the', 'way', 'the', 'best', 'runners', 'in', 'the', 'marathon', 'finished', 'before', 'the', 'rain', 'started', 'it', 'happened', 'faster', 'than', 'planned']","['way', 'best', 'runners', 'marathon', 'finished', 'rain', 'started', 'happened', 'faster', 'planned']",way good runner marathon finish rain start happen fast plann,way good runner marathon finish rain start happen faster plann
614,"By the way, She said she'd never seen such a large crowd at the harbor before. I still can't believe it.","by the way, she said she'd never seen such a large crowd at the harbor before. i still can't believe it.",by the way she said she d never seen such a large crowd at the harbor before i still can t believe it,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'harbor', 'before', 'i', 'still', 'can', 't', 'believe', 'it']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'harbor', 'still', 't', 'believe']",way said d nev seen large crowd harbor still t believe,way said d never seen large crowd harbor still t believe
615,"By the way, We can't wait to visit office again this summer, it was AMAZING!!! I still can't believe it.","by the way, we can't wait to visit office again this summer, it was amazing!!! i still can't believe it.",by the way we can t wait to visit office again this summer it was amazing i still can t believe it,"['by', 'the', 'way', 'we', 'can', 't', 'wait', 'to', 'visit', 'office', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'i', 'still', 'can', 't', 'believe', 'it']","['way', 't', 'wait', 'visit', 'office', 'summer', 'amazing', 'still', 't', 'believe']",way t wait visit office summ amaz still t believe,way t wait visit office summer amaz still t believe
616,"Well, He studied history, mathematics, and biology at Northfield University last year. It happened faster than planned.","well, he studied history, mathematics, and biology at northfield university last year. it happened faster than planned.",well he studied history mathematics and biology at northfield university last year it happened faster than planned,"['well', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'northfield', 'university', 'last', 'year', 'it', 'happened', 'faster', 'than', 'planned']","['well', 'studied', 'history', 'mathematics', 'biology', 'northfield', 'university', 'last', 'year', 'happened', 'faster', 'planned']",well study history mathematic biology northfield university last year happen fast plann,well study history mathematic biology northfield university last year happen faster plann
617,"By the way, Don't forget to email Victor about the training meeting tomorrow!!","by the way, don't forget to email victor about the training meeting tomorrow!!",by the way don t forget to email victor about the training meeting tomorrow,"['by', 'the', 'way', 'don', 't', 'forget', 'to', 'email', 'victor', 'about', 'the', 'training', 'meeting', 'tomorrow']","['way', 't', 'forget', 'email', 'victor', 'training', 'meeting', 'tomorrow']",way t forget email victor train meet tomorrow,way t forget email victor train meet tomorrow
618,He isn't going to the library because it's raining Northfield University again!! It happened faster than planned.,he isn't going to the library because it's raining northfield university again!! it happened faster than planned.,he isn t going to the library because it s raining northfield university again it happened faster than planned,"['he', 'isn', 't', 'going', 'to', 'the', 'library', 'because', 'it', 's', 'raining', 'northfield', 'university', 'again', 'it', 'happened', 'faster', 'than', 'planned']","['isn', 't', 'going', 'library', 'because', 's', 'raining', 'northfield', 'university', 'happened', 'faster', 'planned']",isn t go library because s rain northfield university happen fast plann,isn t go library because s rain northfield university happen faster plann
619,"You know, Don't forget to email Aisha about the launch meeting tomorrow!! No one expected that outcome.","you know, don't forget to email aisha about the launch meeting tomorrow!! no one expected that outcome.",you know don t forget to email aisha about the launch meeting tomorrow no one expected that outcome,"['you', 'know', 'don', 't', 'forget', 'to', 'email', 'aisha', 'about', 'the', 'launch', 'meeting', 'tomorrow', 'no', 'one', 'expected', 'that', 'outcome']","['know', 't', 'forget', 'email', 'aisha', 'launch', 'meeting', 'tomorrow', 'one', 'expected', 'outcome']",know t forget email aisha launch meet tomorrow one expect outcome,know t forget email aisha launch meet tomorrow one expect outcome
620,"Well, The children were playing happily in the park until it started raining. Honestly, it wasn't easy.","well, the children were playing happily in the park until it started raining. honestly, it wasn't easy.",well the children were playing happily in the park until it started raining honestly it wasn t easy,"['well', 'the', 'children', 'were', 'playing', 'happily', 'in', 'the', 'park', 'until', 'it', 'started', 'raining', 'honestly', 'it', 'wasn', 't', 'easy']","['well', 'children', 'playing', 'happily', 'park', 'until', 'started', 'raining', 'honestly', 'wasn', 't', 'easy']",well child play happi park until start rain honest wasn t easy,well child play happily park until start rain honestly wasn t easy
621,I've already sent the invoice; please confirm once you've reviewed it. It happened faster than planned.,i've already sent the invoice; please confirm once you've reviewed it. it happened faster than planned.,i ve already sent the invoice please confirm once you ve reviewed it it happened faster than planned,"['i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'it', 'happened', 'faster', 'than', 'planned']","['ve', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 'happened', 'faster', 'planned']",ve already sent invoice please confirm ve review happen fast plann,ve already sent invoice please confirm ve review happen faster plann
622,"Frankly, I can't believe   David finished  the  marketing report  in just 2 days. I still can't believe it.","frankly, i can't believe   david finished  the  marketing report  in just 2 days. i still can't believe it.",frankly i can t believe david finished the marketing report in just days i still can t believe it,"['frankly', 'i', 'can', 't', 'believe', 'david', 'finished', 'the', 'marketing', 'report', 'in', 'just', 'days', 'i', 'still', 'can', 't', 'believe', 'it']","['frankly', 't', 'believe', 'david', 'finished', 'marketing', 'report', 'days', 'still', 't', 'believe']",frank t believe david finish market report day still t believe,frankly t believe david finish market report day still t believe
623,"Frankly, I can't believe   Noah finished  the  onboarding report  in just 2 days. It's been quite a journey.","frankly, i can't believe   noah finished  the  onboarding report  in just 2 days. it's been quite a journey.",frankly i can t believe noah finished the onboarding report in just days it s been quite a journey,"['frankly', 'i', 'can', 't', 'believe', 'noah', 'finished', 'the', 'onboarding', 'report', 'in', 'just', 'days', 'it', 's', 'been', 'quite', 'a', 'journey']","['frankly', 't', 'believe', 'noah', 'finished', 'onboarding', 'report', 'days', 's', 'quite', 'journey']",frank t believe noah finish onboard report day s quite journey,frankly t believe noah finish onboard report day s quite journey
624,"Frankly, Isn't it strange how the leaves change color so quickly in autumn? Everyone agreed it was worth it.","frankly, isn't it strange how the leaves change color so quickly in autumn? everyone agreed it was worth it.",frankly isn t it strange how the leaves change color so quickly in autumn everyone agreed it was worth it,"['frankly', 'isn', 't', 'it', 'strange', 'how', 'the', 'leaves', 'change', 'color', 'so', 'quickly', 'in', 'autumn', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['frankly', 'isn', 't', 'strange', 'how', 'leaves', 'change', 'color', 'quickly', 'autumn', 'everyone', 'agreed', 'worth']",frank isn t strange how leaf change color quick autumn everyone agre worth,frankly isn t strange how leaf change color quickly autumn everyone agre worth
625,"By the way, The dogs were RUNNING across the garden while the cats watched quietly. Everyone agreed it was worth it.","by the way, the dogs were running across the garden while the cats watched quietly. everyone agreed it was worth it.",by the way the dogs were running across the garden while the cats watched quietly everyone agreed it was worth it,"['by', 'the', 'way', 'the', 'dogs', 'were', 'running', 'across', 'the', 'garden', 'while', 'the', 'cats', 'watched', 'quietly', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 'dogs', 'running', 'across', 'garden', 'cats', 'watched', 'quietly', 'everyone', 'agreed', 'worth']",way dog run acros garden cat watch quiet everyone agre worth,way dog run across garden cat watch quietly everyone agre worth
626,"You know, The Oakwood Publishing House team WON'T release the numbers until Friday, they said. Honestly, it wasn't easy.","you know, the oakwood publishing house team won't release the numbers until friday, they said. honestly, it wasn't easy.",you know the oakwood publishing house team won t release the numbers until friday they said honestly it wasn t easy,"['you', 'know', 'the', 'oakwood', 'publishing', 'house', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'honestly', 'it', 'wasn', 't', 'easy']","['know', 'oakwood', 'publishing', 'house', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'honestly', 'wasn', 't', 'easy']",know oakwood publish house team won t release number until friday said honest wasn t easy,know oakwood publish house team won t release number until friday said honestly wasn t easy
627,"By the way, The dogs were RUNNING across the plaza while the cats watched quietly. Honestly, it wasn't easy.","by the way, the dogs were running across the plaza while the cats watched quietly. honestly, it wasn't easy.",by the way the dogs were running across the plaza while the cats watched quietly honestly it wasn t easy,"['by', 'the', 'way', 'the', 'dogs', 'were', 'running', 'across', 'the', 'plaza', 'while', 'the', 'cats', 'watched', 'quietly', 'honestly', 'it', 'wasn', 't', 'easy']","['way', 'dogs', 'running', 'across', 'plaza', 'cats', 'watched', 'quietly', 'honestly', 'wasn', 't', 'easy']",way dog run acros plaza cat watch quiet honest wasn t easy,way dog run across plaza cat watch quietly honestly wasn t easy
628,"By the way, We're studying   how children  learn languages  faster than adults. That's just how it goes sometimes.","by the way, we're studying   how children  learn languages  faster than adults. that's just how it goes sometimes.",by the way we re studying how children learn languages faster than adults that s just how it goes sometimes,"['by', 'the', 'way', 'we', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'than', 'adults', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'adults', 's', 'how', 'goes', 'sometimes']",way re study how child learn languag fast adult s how go sometim,way re study how child learn languag faster adult s how go sometim
629,"By the way, She said she'd never seen such a large crowd at the clinic before. I still can't believe it.","by the way, she said she'd never seen such a large crowd at the clinic before. i still can't believe it.",by the way she said she d never seen such a large crowd at the clinic before i still can t believe it,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'clinic', 'before', 'i', 'still', 'can', 't', 'believe', 'it']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'clinic', 'still', 't', 'believe']",way said d nev seen large crowd clinic still t believe,way said d never seen large crowd clinic still t believe
630,"By the way, Don't forget to email Chloe about the audit meeting tomorrow!!","by the way, don't forget to email chloe about the audit meeting tomorrow!!",by the way don t forget to email chloe about the audit meeting tomorrow,"['by', 'the', 'way', 'don', 't', 'forget', 'to', 'email', 'chloe', 'about', 'the', 'audit', 'meeting', 'tomorrow']","['way', 't', 'forget', 'email', 'chloe', 'audit', 'meeting', 'tomorrow']",way t forget email chloe audit meet tomorrow,way t forget email chloe audit meet tomorrow
631,"Well, She said she'd never seen such a large crowd at the clinic before. I still can't believe it.","well, she said she'd never seen such a large crowd at the clinic before. i still can't believe it.",well she said she d never seen such a large crowd at the clinic before i still can t believe it,"['well', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'clinic', 'before', 'i', 'still', 'can', 't', 'believe', 'it']","['well', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'clinic', 'still', 't', 'believe']",well said d nev seen large crowd clinic still t believe,well said d never seen large crowd clinic still t believe
632,"Well, We're studying   how children  learn languages  faster than adults.","well, we're studying   how children  learn languages  faster than adults.",well we re studying how children learn languages faster than adults,"['well', 'we', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'than', 'adults']","['well', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'adults']",well re study how child learn languag fast adult,well re study how child learn languag faster adult
633,"Frankly, We can't wait to visit garden again this summer, it was AMAZING!!! That's just how it goes sometimes.","frankly, we can't wait to visit garden again this summer, it was amazing!!! that's just how it goes sometimes.",frankly we can t wait to visit garden again this summer it was amazing that s just how it goes sometimes,"['frankly', 'we', 'can', 't', 'wait', 'to', 'visit', 'garden', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['frankly', 't', 'wait', 'visit', 'garden', 'summer', 'amazing', 's', 'how', 'goes', 'sometimes']",frank t wait visit garden summ amaz s how go sometim,frankly t wait visit garden summer amaz s how go sometim
634,"Frankly, I've already sent the invoice; please confirm once you've reviewed it. It's been quite a journey.","frankly, i've already sent the invoice; please confirm once you've reviewed it. it's been quite a journey.",frankly i ve already sent the invoice please confirm once you ve reviewed it it s been quite a journey,"['frankly', 'i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'it', 's', 'been', 'quite', 'a', 'journey']","['frankly', 've', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 's', 'quite', 'journey']",frank ve already sent invoice please confirm ve review s quite journey,frankly ve already sent invoice please confirm ve review s quite journey
635,"Well, Don't forget to email Priya about the launch meeting tomorrow!!","well, don't forget to email priya about the launch meeting tomorrow!!",well don t forget to email priya about the launch meeting tomorrow,"['well', 'don', 't', 'forget', 'to', 'email', 'priya', 'about', 'the', 'launch', 'meeting', 'tomorrow']","['well', 't', 'forget', 'email', 'priya', 'launch', 'meeting', 'tomorrow']",well t forget email priya launch meet tomorrow,well t forget email priya launch meet tomorrow
636,"You know, Don't forget to email Hana about the onboarding meeting tomorrow!! No one expected that outcome.","you know, don't forget to email hana about the onboarding meeting tomorrow!! no one expected that outcome.",you know don t forget to email hana about the onboarding meeting tomorrow no one expected that outcome,"['you', 'know', 'don', 't', 'forget', 'to', 'email', 'hana', 'about', 'the', 'onboarding', 'meeting', 'tomorrow', 'no', 'one', 'expected', 'that', 'outcome']","['know', 't', 'forget', 'email', 'hana', 'onboarding', 'meeting', 'tomorrow', 'one', 'expected', 'outcome']",know t forget email hana onboard meet tomorrow one expect outcome,know t forget email hana onboard meet tomorrow one expect outcome
637,"Honestly, Don't forget to email Aisha about the draft meeting tomorrow!! Honestly, it wasn't easy.","honestly, don't forget to email aisha about the draft meeting tomorrow!! honestly, it wasn't easy.",honestly don t forget to email aisha about the draft meeting tomorrow honestly it wasn t easy,"['honestly', 'don', 't', 'forget', 'to', 'email', 'aisha', 'about', 'the', 'draft', 'meeting', 'tomorrow', 'honestly', 'it', 'wasn', 't', 'easy']","['honestly', 't', 'forget', 'email', 'aisha', 'draft', 'meeting', 'tomorrow', 'honestly', 'wasn', 't', 'easy']",honest t forget email aisha draft meet tomorrow honest wasn t easy,honestly t forget email aisha draft meet tomorrow honestly wasn t easy
638,"Well, I can't believe   Elena finished  the  budget report  in just 2 days. That's just how it goes sometimes.","well, i can't believe   elena finished  the  budget report  in just 2 days. that's just how it goes sometimes.",well i can t believe elena finished the budget report in just days that s just how it goes sometimes,"['well', 'i', 'can', 't', 'believe', 'elena', 'finished', 'the', 'budget', 'report', 'in', 'just', 'days', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['well', 't', 'believe', 'elena', 'finished', 'budget', 'report', 'days', 's', 'how', 'goes', 'sometimes']",well t believe elena finish budget report day s how go sometim,well t believe elena finish budget report day s how go sometim
639,"By the way, He studied history, mathematics, and biology at Crescent Media Group last year. It's been quite a journey.","by the way, he studied history, mathematics, and biology at crescent media group last year. it's been quite a journey.",by the way he studied history mathematics and biology at crescent media group last year it s been quite a journey,"['by', 'the', 'way', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'crescent', 'media', 'group', 'last', 'year', 'it', 's', 'been', 'quite', 'a', 'journey']","['way', 'studied', 'history', 'mathematics', 'biology', 'crescent', 'media', 'group', 'last', 'year', 's', 'quite', 'journey']",way study history mathematic biology crescent media group last year s quite journey,way study history mathematic biology crescent media group last year s quite journey
640,"Well, The Falcon Logistics team WON'T release the numbers until Friday, they said. It's been quite a journey.","well, the falcon logistics team won't release the numbers until friday, they said. it's been quite a journey.",well the falcon logistics team won t release the numbers until friday they said it s been quite a journey,"['well', 'the', 'falcon', 'logistics', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'it', 's', 'been', 'quite', 'a', 'journey']","['well', 'falcon', 'logistics', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 's', 'quite', 'journey']",well falcon logistic team won t release number until friday said s quite journey,well falcon logistic team won t release number until friday said s quite journey
641,"Well, We're studying   how children  learn languages  faster than adults. I still can't believe it.","well, we're studying   how children  learn languages  faster than adults. i still can't believe it.",well we re studying how children learn languages faster than adults i still can t believe it,"['well', 'we', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'than', 'adults', 'i', 'still', 'can', 't', 'believe', 'it']","['well', 're', 'studying', 'how', 'children', 'learn', 'languages', 'faster', 'adults', 'still', 't', 'believe']",well re study how child learn languag fast adult still t believe,well re study how child learn languag faster adult still t believe
642,"You know, We can't wait to visit plaza again this summer, it was AMAZING!!! We'll follow up next week.","you know, we can't wait to visit plaza again this summer, it was amazing!!! we'll follow up next week.",you know we can t wait to visit plaza again this summer it was amazing we ll follow up next week,"['you', 'know', 'we', 'can', 't', 'wait', 'to', 'visit', 'plaza', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'we', 'll', 'follow', 'up', 'next', 'week']","['know', 't', 'wait', 'visit', 'plaza', 'summer', 'amazing', 'll', 'follow', 'next', 'week']",know t wait visit plaza summ amaz ll follow next week,know t wait visit plaza summer amaz ll follow next week
643,"Well, The dogs were RUNNING across the factory while the cats watched quietly. It's been quite a journey.","well, the dogs were running across the factory while the cats watched quietly. it's been quite a journey.",well the dogs were running across the factory while the cats watched quietly it s been quite a journey,"['well', 'the', 'dogs', 'were', 'running', 'across', 'the', 'factory', 'while', 'the', 'cats', 'watched', 'quietly', 'it', 's', 'been', 'quite', 'a', 'journey']","['well', 'dogs', 'running', 'across', 'factory', 'cats', 'watched', 'quietly', 's', 'quite', 'journey']",well dog run acros factory cat watch quiet s quite journey,well dog run across factory cat watch quietly s quite journey
644,"Honestly, The children were playing happily in the park until it started raining. I still can't believe it.","honestly, the children were playing happily in the park until it started raining. i still can't believe it.",honestly the children were playing happily in the park until it started raining i still can t believe it,"['honestly', 'the', 'children', 'were', 'playing', 'happily', 'in', 'the', 'park', 'until', 'it', 'started', 'raining', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'children', 'playing', 'happily', 'park', 'until', 'started', 'raining', 'still', 't', 'believe']",honest child play happi park until start rain still t believe,honestly child play happily park until start rain still t believe
645,"Well, The women's committee organized the fundraiser at the garden. Everyone agreed it was worth it.","well, the women's committee organized the fundraiser at the garden. everyone agreed it was worth it.",well the women s committee organized the fundraiser at the garden everyone agreed it was worth it,"['well', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'garden', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['well', 'women', 's', 'committee', 'organized', 'fundraiser', 'garden', 'everyone', 'agreed', 'worth']",well woman s committee organiz fundrais garden everyone agre worth,well woman s committee organiz fundraiser garden everyone agre worth
